,Establishment,Rating,Review Count,Address,countryCode,District,Star Rating,Distance,Level,type,image
177,Apartment,0.0,2113,1856 Strakonická,cz,Prague 5,3,2.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/196266683.jpg?k=77ec6070e7d01475889abcf2f6db967e0eb372b559fd60d082e24fd94ae92974&o=
178,Hotel,0.0,1979,Wenzigova 3,cz,Prague 2,4,1.9,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/224301354.jpg?k=3266aa3de29c1e620a591b238868a344204d86cd771514e80cff6a41e0ca3746&o=
179,Apartment,0.0,981,13 Krátká,cz,"Vinohrady, Prague",4,4.8,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/117596997.jpg?k=34585ff3d5a5ec351f360c950baa6f32c1ac3b7d010a75538c8754c525c3778e&o=
180,other,0.0,150,Úvoz 4,cz,Prague 1,4,1.8,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/47736278.jpg?k=b230de96a6731cdbfb5ad17b3456e4db2ba4c0f30fec7102e568d04b4682d89f&o=
181,Hotel,0.0,2273,19 Holečkova,cz,Prague 5,4,1.8,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/228859279.jpg?k=674b9397be74b4df3479b203c9e71a765d859ef919fa0a659c6d7e7b92c36506&o=
182,Hotel,0.0,2597,Sokolovska 26,cz,Prague 8,4,1.5,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/263696526.jpg?k=d0c1964e54f79199cc8304f1624768dfddb06a5cb87f98b875db23228bf8f0f6&o=
183,Apartment,9.5,140,Vodičkova 700/32,cz,Prague 1,4,0.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/52000851.jpg?k=f6c891e21cb5dea9221a5bffc86541c1e52c1222c1946b9e14344e7801a73bc2&o=
184,Apartment,9.6,79,81 V Chaloupkach,cz,Prague 14,4,0.009,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/110841035.jpg?k=1f6368419b4f62e22331afcad685d48e1cd7485038a72f4d3c4936f77d94ad9c&o=
185,Hotel,9.5,1232,Spalena 99/33,cz,Prague 1,4,0.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/256437338.jpg?k=8151c88372bcb12019dce4e3af5d7729ac2bcc86e60eae271f10dcbd2896098c&o=
186,Residence,9.7,871,Sporkova 3,cz,Prague 1,4,1.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/9815977.jpg?k=1a60dee669561d06d04186af50f72eef317ad79026954cbd9faebc1877859460&o=
187,other,0.0,549," Nuselská 214/124, 14000 Praha, Michle, Česká Republika",cz,Prague 4,3,4.2,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/421310520.jpg?k=6da21d0129b750b6a37245612039e54d03ad9595012c54934cf73dee3314219e&o=
188,Hotel,0.0,11,Cimburkova 28,cz,Prague 3,4,2.2,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/409430395.jpg?k=638353715383dd727e492a6081fa52fdda0342c425c53acbe6cb87d127337423&o=
189,Hotel,9.4,2289,Na Poříčí 9,cz,Prague 1,3,0.8,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/379477892.jpg?k=7249d02e5c4fa8bafff35ef7f707b4879dd1df66e02a63e0a7a54a08da98bd58&o=
190,Hotel,9.5,1372,Jakubská 5,cz,Prague 1,4,0.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/104576314.jpg?k=fdce3092e37f0f616c1c54a46e18069faae5ceccf19e9f47e6eac555033c3b0e&o=
191,Hotel,9.8,1619,Tynska 629/1,cz,Prague 1,4,0.15,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/264963232.jpg?k=395db98bc4e85af8500521ffc109c4b164521eb4b0a303990b1ddc1ca8f9df87&o=
192,Hotel,9.7,641,4 Jánský vršek,cz,Prague 1,4,1.6,L3,GOLD,https://cf.bstatic.com/xdata/images/hotel/square600/87794852.jpg?k=4a9581295406a16e214efda6ce25f8afda8d654fcaf4b79c1c838d58203e899b&o=
193,Residence,0.0,2019,Taboritska 4,cz,Prague 3,3,2.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/282683194.jpg?k=0cf447abc5c95dd817f195039621f054b69ff5c3837bc2d428b6a5916d6bb55e&o=
194,Residence,9.8,1696,Anenská 185/7,cz,Prague 1,4,0.45,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/211678734.jpg?k=45f8412996e2ca9ea4e99feebec59c5f36bdebf5577369f36d1d634b1c9cbb2b&o=
195,Hotel,9.8,1906,U Obecniho domu 1,cz,Prague 1,5,0.45,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/42619640.jpg?k=670a7a33b57faf4a767d33f474f1e6fc2d281a1d04c585f91a3fcd9039855041&o=
196,other,0.0,2993,Na Strži 32,cz,Prague 4,4,0.005,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/253037613.jpg?k=f9e51f9f2807492b8ea34feba82df87d256f4328c9ee6aa8d0d83e0b0703262c&o=
197,other,9.4,1789,Aviaticka 1092/8,cz,Prague 6,4,11.1,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/309962517.jpg?k=a35e8536c4b96033fab88e8db13a32e6439ff20ecae306f665eb80efca49281d&o=
198,other,9.5,4445,Opletalova 39,cz,Prague 1,4,0.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/263944643.jpg?k=07cbfcb30ed658bbff050bf9112b61c3acc31b77ce5cedea4716ccf7ec81f229&o=
199,Hotel,9.6,2016,Masarykovo nabrezi,cz,Prague 1,4,1.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/23592324.jpg?k=23f8ce48c7b13886e2f9828fbd1613e7542b1d43e900e076150c01e8fe5ec298&o=
200,Apartment,9.3,115,Na Výšinách 899/10,cz,Prague 7,4,1.5,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/81533615.jpg?k=9c68763cc472d0a79f01457e4edbd236f20f7c29a507a5a411c6a3dc947ad1cf&o=
201,Apartment,0.0,57,11 Řehořova,cz,Prague 3,3,1.4,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/162215418.jpg?k=1f22e29b63a12593b462f5c353430c6d12b235787a99d6a2496fd9a365ff4d1d&o=
202,Apartment,0.0,0,7 Karlova,cz,Prague 1,3,0.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/405768923.jpg?k=82dcab33711748d0a3d4cc4d5e6c259bae201259201ee238f82c074bc90e9fec&o=
203,Hotel,0.0,2402,Hybernská 13,cz,Prague 1,3,0.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/188460818.jpg?k=a0c0c137ad42ebe5d637c8b0ee04187aaf3ed37a6e699374a7e6e396f8612c62&o=
204,Apartment,9.5,46,22 Na Valech,cz,Prague 6,3,1.5,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/299135811.jpg?k=23db18748d6f81c068c801c7ccabc51463452e62120aa605ac271069adfc7504&o=
205,Apartment,10.0,1,Náměstí Junkových  2870/3,cz,Prague 5,3,9.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/402487915.jpg?k=9a1c656f106aa5d78dbdcfc0c54422f6d4c7180ecbe38a03d7902b3fee24a5ec&o=
206,other,9.4,2592,Horejsi Nabrezi,cz,Prague 5,3,0.002,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/283198509.jpg?k=06dcdfe6d8f60d173e726b322971ff0cde5f840341e5d5be5d31c1412f8070dc&o=
207,other,9.9,114,Malé náměstí Malé náměstí 144/1,cz,Prague 1,3,0.15,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/290927888.jpg?k=0fd383c6c431e914f378e56db9c5900ad80b56d69476d2fda8b83390ca458048&o=
208,Apartment,9.4,52,U Libeňského Pivovaru 8,cz,Prague 8,3,4.5,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/145060285.jpg?k=a6e45d7523baa7d296c94b6fd87a4aa346eac93384b05b1873eadb78f4756195&o=
209,Apartment,10.0,100,2 Nebovidská,cz,Prague 1,4,1.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/210274181.jpg?k=1d3d7f8743ac69ab9b35ee77e6411c32233236eb8c091eb2bec1aa61a0e4a601&o=
210,Hotel,9.4,3361,Revoluční 4,cz,Prague 1,3,0.6,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/20807725.jpg?k=7348d3afdbce56356476c12c6b9acd508edc86e9de5aeec0bcb853bc1b3d2bd5&o=
211,Hotel,0.0,2864,Freyova 12/1,cz,Prague 9,3,6.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/257710379.jpg?k=41ed50ff9a215012a476fb16d478ed6b0052a9bc7a88da93dbaa5e31186d1484&o=
212,Apartment,9.4,4,17 Perunova,cz,Prague 3,4,2.6,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/178829134.jpg?k=1c14b1b85d8001b8eff5f34682022ece1a67ae4d728de4785c79b2a87f94f0bc&o=
213,Apartment,9.8,79,U Lužického semináře 28,cz,Prague 1,3,0.8,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/423781804.jpg?k=9b22ce71407f611aaf3c432ff2fbd4eeaa8a1a7736ccb23ada3feb1f58261238&o=
214,Hotel,0.0,3351,Freyova 33,cz,Prague 9,4,6.3,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/338622554.jpg?k=c3cb2732621e07ba45c5646a553148fe86bdf633f2023264674f77599d9e849b&o=
215,Apartment,0.0,30,1 Kurta Konráda,cz,Prague 9,3,5.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/338079618.jpg?k=9563958d3bde170e2c87d7b68af2e08aa8c00ef2166a96df795970eea6dfdb9b&o=
216,Apartment,10.0,1,38 Dlouhá,cz,Prague 1,3,0.5,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/421173175.jpg?k=6afc814851fefd9c1a76f3c83ac84b414a9b10e7d30f0f03cbce38904c77ca33&o=
217,Apartment,10.0,5,13 Dušní,cz,Prague 1,4,0.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/301437883.jpg?k=2215151dc74f5d75e38ed8f81f4e5efa98b56ae316aeba0a92a9979422ebaae7&o=
218,other,0.0,365,Rehorova 3,cz,Prague 3,3,1.4,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/198717845.jpg?k=732b0bcfd26db3bf592f29c03880e4c960edded188a10073c12ed7d093bf098e&o=
219,Apartment,0.0,10,Slezska 898/23,cz,"Vinohrady, Prague",3,2.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/154278666.jpg?k=574ba9845701b6f428a7630083e2dc337944bf919354a03fdeca3b8ae847294b&o=
220,other,9.5,1337,Na Zderaze 12,cz,Prague 2,2,1.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/124634033.jpg?k=b403c35ee573c79dd169bd8a1c6191142c25834195f4c2538efd06575f4a3e93&o=
221,Apartment,0.0,507,Nekvasilova 586,cz,Prague 8,3,3.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/176698530.jpg?k=6c91a000194413edd9323e3e0410b88954af41e4855e089d1ba9893fa8103bb3&o=
222,other,9.7,68,20 Školská,cz,Prague 1,3,0.001,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/308394615.jpg?k=f936e50994132b62a04bc2758adfaa51d57b389c2be9f206e29eda5eecae1adc&o=
223,Apartment,0.0,43,32a Argentinská,cz,Prague 7,3,2.6,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/317590198.jpg?k=9c74efd2e11be17ebde04be2c9e658dbf5da27aee4cd1ab12e332d874609a036&o=
224,Apartment,0.0,0,9 Jungmannova,cz,Prague 1,3,0.8,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/421846367.jpg?k=6e41903d76ce0268455da12985e797c1be2b75a8a213460ff3c2ec7d9f99d2d0&o=
